region;settlement;latitude_dd;longitude_dd;population;latitude_rad;longitude_rad
Алтайский край;Залесово;53.9897222222222;84.7472222222222;7665;0.9422984150149271;1.479118059697083
Алтайский край;Заринск;53.7063888888889;84.9316666666667;46597;0.9373533154676104;1.4823372225396512
Алтайский край;Зеленый Дол;52.1197222222222;84.1358333333333;1395;0.9096607580026331;1.4684473105758618
Алтайский край;Змеиногорск;51.1580555555556;82.1872222222222;10321;0.8928765083626221;1.4344376308460283
Алтайский край;Знаменка;53.1633333333333;79.4752777777778;1037;0.9278752080019181;1.387105271159305
Алтайский край;Зональное;52.6658333333333;84.9361111111111;4111;0.9191921949732464;1.482414792728628
Алтайский край;Зудилово;53.4872222222222;83.8875;4944;0.9335281355236555;1.4641130762667431
Алтайский край;Казенная Заимка;53.3997222222222;83.6066666666667;2704;0.9320009724281605;1.4592116099507264
Алтайский край;Калманка;52.8997222222222;83.5388888888889;4014;0.9232743261681888;1.4580286645688187
Алтайский край;Калмыцкие Мысы;51.8925;82.2744444444444;1206;0.9056949820911574;1.4359599458047116
Алтайский край;Камень-на-Оби;53.7913888888889;81.3544444444444;40795;0.9388368453318056;1.4199029166863637
Алтайский край;Камышенка;52.0105555555556;84.3922222222222;1408;0.9077554402358737;1.472922140852503
Алтайский край;Карамышево;51.1758333333333;82.0861111111111;1102;0.8931867891185309;1.4326729090467896
Алтайский край;Карпово Второе;51.7136111111111;82.6863888888889;1206;0.9025727819848118;1.4431497326955671
Алтайский край;Киприно;53.5255555555556;82.0630555555556;1269;0.9341971784035878;1.4322705136914695
Алтайский край;Кировский;52.4197222222222;84.09444444444445;2074;0.914896745758616;1.4677249381910094
Алтайский край;Клепечиха;52.1558333333333;81.7188888888889;1227;0.9102910157880753;1.426263672182522
Алтайский край;Клочки;53.1777777777778;82.5747222222222;1103;0.928127311116096;1.4412007816975063
Алтайский край;Ключи;52.2530555555556;79.1680555555556;7767;0.9119878636719599;1.3817432318462337
Алтайский край;Колыванское;53.0322222222222;82.8858333333333;1365;0.9255868874270814;1.4466306949259327
Алтайский край;Колывань;51.3133333333333;82.5694444444444;1003;0.895586616840023;1.441108667098095
Алтайский край;Комсомольский;53.2663888888889;83.3861111111111;1424;0.9296738667588352;1.455362189322716
Алтайский край;Корболиха;51.0986111111111;81.9611111111111;1360;0.8918390070850467;1.4304912474817966
Алтайский край;Корнилово;53.5172222222222;81.0711111111111;1214;0.9340517342992538;1.4149578171390471
Алтайский край;Коротояк;53.7555555555556;79.6747222222222;1117;0.9382114356831749;1.3905862333896706
Алтайский край;Косиха;53.3613888888889;84.58;4860;0.9313319295482299;1.476199481336804
Алтайский край;Костин Лог;52.6675;82.0347222222222;1188;0.9192212837941135;1.4317760037367369
Алтайский край;Красногорское;52.2972222222222;86.1955555555556;5548;0.9127587174249231;1.5043962450301354
Алтайский край;Краснощёково;51.6683333333333;82.7344444444444;4779;0.901782535684603;1.4439884603638857
Алтайский край;Красный Партизан;51.3758333333333;83.5808333333333;1321;0.8966774476225194;1.4587607332272934
Алтайский край;Красный Яр;52.27180555555555;83.85041666666665;2225;0.9123151129067081;1.4634658500024615
Алтайский край;Крестьянка;52.4325;81.5841666666667;1185;0.9151197600519267;1.423912325829141
Алтайский край;Крутиха;53.965;81.2083333333333;4013;0.94186693083874;1.4173527967237278
Алтайский край;Крутишка;53.4619444444444;81.8269444444445;1003;0.9330869550738454;1.4281495974020388
Алтайский край;Кулунда;52.5661111111111;78.9369444444444;16016;0.9174517138580635;1.377709582019401
Алтайский край;Курья;51.5938888888889;82.2908333333333;3284;0.9004832350192301;1.4362459858765664
Алтайский край;Кусак;53.2230555555556;78.9344444444444;1399;0.928917557416305;1.377665948788101
Алтайский край;Кытманово;53.4569444444444;85.4472222222222;3694;0.9329996886112458;1.4913353644610432
Алтайский край;Ларичиха;53.7727777777778;83.0402777777778;2085;0.9385120201654623;1.4493262589929028
Алтайский край;Лебяжье;52.69314814814813;82.4328703703704;7638;0.9196689284263377;1.438724999832641
Алтайский край;Леньки;52.9355555555556;80.4352777777778;3005;0.9238997358168214;1.4038604319784505
Алтайский край;Лесное;52.4688888888889;85.2519444444444;1725;0.9157548659741805;1.487927124282843
Алтайский край;Линевский;52.3655555555556;84.9736111111111;1153;0.9139513590804537;1.4830692911981258
Алтайский край;Логовское;53.4983333333333;84.1983333333333;1402;0.9337220609960991;1.4695381413583581
Алтайский край;Локоть;51.1888888888889;81.1958333333333;1002;0.8934146515486531;1.4171346305672285
Алтайский край;Луговое;53.7933333333333;83.6211111111111;1169;0.9388707822894824;1.4594637130649026
Алтайский край;Луговское;52.7613888888889;85.1716666666667;1121;0.920859954036264;1.4865260127444375
Алтайский край;Малиновое Озеро;51.6733333333333;79.7761111111111;3195;0.9018698021472026;1.3923558033257206
Алтайский край;Малиновский;52.9616666666667;80.8036111111111;1217;0.9243554606770641;1.4102890613899624
Алтайский край;Малоенисейское;52.5697222222222;85.5041666666667;2085;0.9175147396366075;1.492329232507319
Алтайский край;Малоугренево;52.5566666666667;85.3422222222222;1748;0.917286877206487;1.4895027687464493
Алтайский край;Мамонтово;52.7083333333333;81.6275;8986;0.919933959905344;1.4246686351716713
Алтайский край;Маралиха;51.6136111111111;82.9433333333333;1642;0.9008274527328175;1.4476342592458296
Алтайский край;Мартыново;53.255;85.9127777777778;1211;0.9294750931495802;1.49946084175644
Алтайский край;Марушка;52.8733333333333;85.4933333333333;1228;0.9228137531711346;1.4921401551716849
Алтайский край;Масальский;50.9577777777778;81.7980555555555;1497;0.889381001721822;1.4276453911736828
Алтайский край;Мирный;52.56444444444445;82.59305555555555;2802;0.9174226250371972;1.4415207587270387
Алтайский край;Михайловка;51.9580555555556;83.8036111111111;1485;0.9068391423785768;1.462648938949792
Алтайский край;Михайловское;51.8188888888889;79.7108333333333;11321;0.9044102258362173;1.3912164911751128
Алтайский край;Нагорный;52.55;85.2025;7875;0.9171705219230202;1.4870641559304687
Алтайский край;Налобиха;53.1997222222222;84.5997222222222;3864;0.9285103139241718;1.4765436990503913
Алтайский край;Научный Городок;53.4177777777778;83.5297222222222;2744;0.9323161013208825;1.457868676054052
Алтайский край;Нижнекаменка;52.0433333333333;85.3766666666667;2069;0.9083275203795816;1.490103937711026
Алтайский край;Николаевка;52.55;80.3933333333333;2305;0.9171705219230202;1.403128363319974
Алтайский край;Новая Чемровка;52.6008333333333;85.0397222222222;1957;0.91805773095945;1.4842231477591663
Алтайский край;Новиково;52.6155555555556;85.9597222222222;1040;0.9183146822104395;1.5002801768775142
Алтайский край;Новичиха;52.2058333333333;81.3952777777778;4199;0.9111636804140725;1.420615592797596
Алтайский край;Новоалтайск;53.4119444444444;83.9311111111111;73769;0.9322142904478483;1.464874233746085
Алтайский край;Новоегорьевское;51.7591666666667;80.8966666666667;5633;0.9033678764218322;1.4119131872216801
Алтайский край;Новоильинка;53.5633333333333;79.2622222222222;1256;0.9348565250098955;1.3833867502251942
Алтайский край;Новомихайловка;53.3497222222222;83.4777777777778;1310;0.9311283078021633;1.456962074470378
Алтайский край;Новоперуново;53.8761111111111;83.5022222222222;1849;0.9403155270591892;1.4573887105097536
Алтайский край;Новороманово;53.0886111111111;83.3688888888889;2399;0.9265710591997339;1.4550616048404283
Алтайский край;Новотырышкино;52.0836111111111;84.9102777777778;1998;0.9090305002171908;1.4819639160051965
Алтайский край;Новошипуново;51.6947222222222;83.2572222222222;1140;0.9022431086816571;1.4531126538423673
Алтайский край;Новые-Зори;53.2538888888889;83.4633333333333;3424;0.9294557006023361;1.4567099713562
Алтайский край;Озерки;53.6275;83.7097222222222;5311;0.935976444613259;1.4610102687076418
Алтайский край;Озерно-Кузнецово;51.5102777777778;80.355;1067;0.8990239458390906;1.4024593204400435
Алтайский край;Озёрки;53.6666666666667;83.6952777777778;4297;0.9366600319036241;1.4607581655934656
Алтайский край;Октябрьский;52.650694444444454;81.94319444444446;2269;0.9189279715170424;1.4301785426574816
Алтайский край;Орлово;53.3186111111111;79.2383333333333;1238;0.9305853164793209;1.3829698104594397
Алтайский край;Островное;52.6866666666667;81.7191666666667;1104;0.9195558052340798;1.4262685203193333
Алтайский край;Павловск;53.3283333333333;82.9708333333333;15272;0.9307550012677087;1.448114224790128
Алтайский край;Панкрушиха;53.8294444444444;80.3422222222222;4926;0.9395010400749246;1.402236306146733
Алтайский край;Парфёново;52.8094444444444;82.7288888888889;1293;0.9216986817045825;1.4438914976276647
Алтайский край;Первомайское;53.1568055555556;84.6375;10386;0.9277612767868587;1.4772030456567007
Алтайский край;Петропавловское;52.0730555555556;84.1052777777778;2512;0.9088462710183702;1.4679140155266424
Алтайский край;Пещерка;54.0936111111111;84.7791666666667;1014;0.944111618182277;1.4796755954303598
Алтайский край;Плешково;52.7469444444444;84.7975;1227;0.9206078509220861;1.4799955724598917
Алтайский край;Повалиха;53.5111111111111;83.7741666666667;3172;0.93394507528941;1.462135036447817
Алтайский край;Подойниково;53.8622222222222;80.4725;1101;0.9400731202186343;1.4045100823111367
Алтайский край;Подсосново;53.3730555555556;78.9191666666667;2038;0.9315355512942965;1.3773993012634922
Алтайский край;Полевое;53.3822222222222;79.2316666666667;1134;0.9316955398090614;1.3828534551759744
Алтайский край;Половинкино;51.4216666666667;81.2344444444444;1049;0.8974773901963514;1.4178085215839709
Алтайский край;Поспелиха;51.9875;81.8294444444444;11778;0.907353044880552;1.428193230633337
Алтайский край;Пригородный;53.3022222222222;83.6041666666667;3163;0.930299276407466;1.4591679767194266
Алтайский край;Протасово;53.4236111111111;79.1702777777778;1131;0.9324179121939149;1.3817820169407222
Алтайский край;Прутской;53.3125;83.2338888888889;2380;0.9304786574694769;1.452705410350236
Алтайский край;Ракиты;51.8458333333333;79.8844444444444;2122;0.904880495106893;1.394246576682047
Алтайский край;Ребриха;53.0419444444444;82.31458333333336;10910;0.9257565722154693;1.4366605015739162
Алтайский край;Редкая Дубрава;53.2783333333333;79.045;1271;0.9298823366417116;1.3795955072389179
Алтайский край;Родино;52.4340277777778;81.10180555555556;9497;0.9151464248043882;1.4154935362566734
Алтайский край;Романово;52.6191666666667;81.2261111111111;5616;0.9183777079889835;1.4176630774796384
Алтайский край;Рубцовск;51.5011111111111;81.2077777777778;134183;0.8988639573243239;1.4173431004501067
Алтайский край;Саввушка;51.3541666666667;82.145;1053;0.8962992929512552;1.4337007140507418
Алтайский край;Садоводов;53.2419444444444;83.7030555555556;1864;0.9292472307194579;1.4608939134241765
Алтайский край;Санниково;53.3436111111111;83.9711111111111;3243;0.9310216487923194;1.4655723654468826
Алтайский край;Сараса;51.8713888888889;85.3555555555556;1036;0.9053265236935144;1.4897354793133828
Алтайский край;Светлоозерское;52.5280555555556;85.5286111111111;1143;0.9167875191149445;1.4927558685466944
Алтайский край;Северка;52.1305555555556;79.2675;1726;0.909849835338267;1.3834788648246052
Алтайский край;Северный;53.8294444444444;83.9936111111111;1286;0.9395010400749246;1.4659650645285813
Алтайский край;Селекционное;52.9788888888889;78.5963888888889;1126;0.9246560451593516;1.3717657662889988
Алтайский край;Сибирские Огни;53.3041666666667;83.0358333333333;1180;0.9303332133651447;1.4492486888039242
Алтайский край;Сибирский;53.5788888888889;83.7669444444444;1467;0.9351280206713175;1.4620089848907272
Алтайский край;Сидоровка;52.5402777777778;80.7525;1224;0.9170008371346323;1.409397004216721
Алтайский край;Славгород;52.9994444444444;78.6458333333333;29506;0.9250148072833717;1.3726287346413732
Алтайский край;Славгородское;53.015;78.6272222222222;3494;0.9252863029447939;1.37230390947503
Алтайский край;Смазнево;53.8372222222222;85.2052777777778;1148;0.9396367879056358;1.48711263729858
Алтайский край;Смоленское;52.3025;85.0808333333333;9965;0.9128508320243343;1.4849406720072083
Алтайский край;Советское;52.285;85.4136111111111;4758;0.9125453994052352;1.4907487399069008
Алтайский край;Соколово;52.5327777777778;84.7872222222222;2952;0.9168699374407326;1.4798161913978807
Алтайский край;Солонешное;51.6480555555556;84.3247222222222;3591;0.9014286216973943;1.471744043607407
Алтайский край;Солоновка;52.0047222222222;84.6263888888889;1351;0.9076536293628396;1.477009120184257
Алтайский край;Солтон;52.8441666666667;86.4772222222222;2386;0.9223046988059708;1.5093122557565848
Алтайский край;Сорочий Лог;53.5769444444444;84.1436111111111;1223;0.935094083713639;1.4685830584065729
Алтайский край;Среднесибирский;53.7425;83.645;2006;0.9379835732530526;1.459880652830657
Алтайский край;Сростки;52.4205555555556;85.7016666666667;3457;0.9149112901690506;1.4957762577800076
Алтайский край;Сросты;51.8880555555556;81.0122222222222;1965;0.9056174119021808;1.4139300121350948
Алтайский край;Староалейское;51.0069444444444;82.0066666666667;3934;0.8902391219373846;1.431286341918817
Алтайский край;Старобелокуриха;52.0513888888889;85.0891666666667;1520;0.9084681163471042;1.4850861161115423
Алтайский край;Степное;52.6336111111111;80.4786111111111;1083;0.9186298111031597;1.404616741320981
Алтайский край;Степное Озеро;52.7797222222222;79.8541666666667;6467;0.9211799310657957;1.393718129769639
Алтайский край;Стуково;53.2130555555556;83.3383333333333;1280;0.9287430244911056;1.454528309791207
Алтайский край;Сычевка;52.0483333333333;84.7780555555556;2023;0.9084147868421814;1.4796562028831157
Алтайский край;Табуны;52.775;78.785;4338;0.9210975127400074;1.3750576511837325
Алтайский край;Тальменка;53.8172222222222;83.5691666666667;19174;0.9392877220552368;1.4585571114812286
Алтайский край;Тогул;53.4675;85.9097222222222;4316;0.9331839178100682;1.4994075122515171
Алтайский край;Топчиха;52.8205555555556;83.1213888888889;8972;0.9218926071770278;1.4507419149417424
Алтайский край;Точильное;52.1575;85.0325;1329;0.9103201046089424;1.4840970962020783
Алтайский край;Троицкое;52.9827777777778;84.6755555555556;9528;0.9247239190747071;1.4778672403998216
Алтайский край;Тугозвоново;52.0758333333333;82.5938888888889;1091;0.9088947523864798;1.4415353031374722
Алтайский край;Тюменцево;53.3177777777778;81.5002777777778;5033;0.9305707720688882;1.42244818851219
Алтайский край;Тягун;53.9472222222222;85.6619444444444;1653;0.9415566500828295;1.4950829742160197
Алтайский край;Угловское;51.3605555555556;80.1911111111111;4291;0.8964108000979106;1.399598919721497
Алтайский край;Урожайное;52.3055555555556;85.6475;1213;0.912904161529257;1.4948308711018432
Алтайский край;Усть-Иша;52.1808333333333;85.9644444444444;1348;0.9107273481010738;1.5003625952033024
Алтайский край;Усть-Калманка;52.1227777777778;83.3075;6324;0.9097140875075559;1.4539901666051762
Алтайский край;Усть-Мосиха;53.2483333333333;82.0233333333333;1090;0.9293587378661133;1.4315772301274816
Алтайский край;Усть-Чарышская Пристань;52.3913888888889;83.6691666666667;4559;0.9144022358038849;1.4603024407332228
Алтайский край;Усятское;52.5666666666667;85.7627777777778;1042;0.9174614101316865;1.4968428478784483
Алтайский край;Фирсово;53.3163888888889;83.9619444444444;1510;0.9305465313848325;1.465412376932116
Алтайский край;Фоминское;52.4544444444444;84.9097222222222;1351;0.9155027628600025;1.4819542197315738
Алтайский край;Фунтики;52.7827777777778;83.0313888888889;1239;0.9212332605707185;1.4491711186149474
Алтайский край;Хабары;53.6233333333333;79.5394444444444;5028;0.935903722561092;1.3882251907626668
Алтайский край;Харлово;51.6916666666667;82.8652777777778;1230;0.902189779176736;1.4462719328019127
Алтайский край;Хлопуново;52.0725;82.0194444444444;1057;0.9088365747447472;1.4315093562121262
Алтайский край;Целинное;53.0777777777778;85.6586111111111;5541;0.9263819818641017;1.495024796574287
Алтайский край;Целинный;52.2558333333333;79.2352777777778;1284;0.9120363450400696;1.3829164809545185
Алтайский край;Центральный;53.2188888888889;83.6130555555556;2415;0.928844835364138;1.459323117097382
Алтайский край;Чарышское;51.77666666666665;83.43152777777775;4342;0.9036733090409304;1.4561548596913296
Алтайский край;Черемное;53.1622222222222;83.2052777777778;4286;0.9278558154546739;1.4522060522586933
Алтайский край;Чистоозёрка;52.77;80.7755555555556;1237;0.9210102462774078;1.4097993995720426
Алтайский край;Чистюнька;52.6788888888889;83.2108333333333;1187;0.9194200574033686;1.4523030149949143
Алтайский край;Шарчино;53.1386111111111;81.7483333333333;1527;0.9274437238257311;1.4267775746844973
Алтайский край;Шахи;53.3363888888889;83.3636111111111;1417;0.9308955972352313;1.454969490241017
Алтайский край;Шебалино;52.7161111111111;85.7925;1019;0.920069707736055;1.4973615985172353
Алтайский край;Шелаболиха;53.4138888888889;82.6141666666667;3948;0.9322482274055269;1.4418892171246827
Алтайский край;Шипуново;52.22;82.2583333333333;12563;0.9114109353914389;1.4356787538696683
Алтайский край;Шубенка;52.65;85.0919444444445;1106;0.9189158511750145;1.4851345974796535
Алтайский край;Шульгинка;52.4369444444444;85.3166666666667;1565;0.9151973302409036;1.4890567401598296
Алтайский край;Шумановка;53.2591666666667;78.9238888888889;1197;0.9295478152017472;1.3774817195892803
Алтайский край;Южный;53.2513888888889;83.6947222222222;20540;0.9294120673710361;1.4607484693198425
Алтайский край;Ягодное;53.2302777777778;83.6177777777778;1236;0.9290436089733931;1.45940553542317
Алтайский край;Яровое;52.9252777777778;78.5727777777778;18052;0.9237203547548104;1.371353674660056
Алтайский край;им Мамонтова;51.9327777777778;81.7186111111111;1414;0.9063979619287666;1.4262588240457104
Амурская область;21 Свободный;51.2291666666667;127.986111111111;1100;0.8941176313862623;2.233779035712185
Амурская область;Архара;49.4222222222222;130.087222222222;8577;0.8625805014300861;2.2704503425513085
Амурская область;Белогорск;50.9213888888889;128.473888888889;65809;0.8887458957995683;2.2422923639524726
Амурская область;Белогорье;50.4844444444444;127.659722222222;2758;0.8811197765957143;2.2280824749591464
Амурская область;Белоногово;51.1294444444444;128.351388888889;1537;0.8923771502710778;2.2401543356187794
Амурская область;Береговой;54.3608333333333;127.486944444444;1359;0.9487755257945502;2.225066933862641
Амурская область;Березовка;50.5733333333333;127.865;3111;0.882671180375265;2.231665248062549
Амурская область;Благовещенск;50.2905555555556;127.527222222222;225810;0.8777357771015712;2.2257699137002533
Амурская область;Бочкаревка;50.9536111111111;128.457777777778;1065;0.889308279669655;2.242011172017431
Амурская область;Бурея;49.8091666666667;129.808055555556;4162;0.8693339560079428;2.265577965056169
Амурская область;Варваровка;50.3436111111111;128.569444444444;2475;0.8786617712324896;2.2439601230154795
Амурская область;Васильевка;50.8883333333333;128.611666666667;2179;0.8881689675190472;2.2446970398107795
Амурская область;Верхнезейск;54.6177777777778;128.540555555556;1343;0.9532600523448145;2.2434559167871413
Амурская область;Владимировка;50.3002777777778;127.634166666667;1087;0.8779054618899592;2.227636446372535
Амурская область;Возжаевка;50.7305555555556;128.713333333333;5012;0.8854152258103463;2.246471457883629
Амурская область;Волково;50.2488888888889;127.775;2078;0.8770085565799064;2.230094451735755
Амурская область;Восточный;52.7623611111111;127.01319444444451;2424;0.9208769225151023;2.2167984365313265
Амурская область;Грибское;50.2011111111111;127.754444444444;1010;0.8761746770483977;2.2297356896117257
Амурская область;Джалинда;53.4883333333333;123.896111111111;1093;0.9335475280708997;2.162395069305617
Амурская область;Дипкун;55.1319444444444;126.778055555556;1365;0.9622339535821508;2.212694488720741
Амурская область;Екатеринославка;50.3722222222222;129.119166666667;9722;0.8791611293240321;2.2535545857646513
Амурская область;Ерофей Павлович;53.9597222222222;121.954444444444;4494;0.9417748162393287;2.1285065929960547
Амурская область;Завитинск;50.1063888888889;129.439444444444;10445;0.8745214623958145;2.25914448750783
Амурская область;Зельвино;49.7525;129.402777777778;1414;0.8683449360984787;2.2585045334487774
Амурская область;Зея;53.7341666666667;127.265833333333;23093;0.9378381291487203;2.221207816961011
Амурская область;Ивановка;50.3611111111111;127.998888888889;6454;0.8789672038515886;2.2340020500054996
Амурская область;Игнатьево;50.4458333333333;127.393055555556;1041;0.8804458855789722;2.2234282636205065
Амурская область;Козьмодемьяновка;50.1380555555556;128.246388888889;1440;0.87507414999228;2.238321739904185
Амурская область;Константиновка;49.615;127.989722222222;5201;0.8659451083769867;2.2338420614907273
Амурская область;Магдагачи;53.4536111111111;125.810833333333;9989;0.9329415109695132;2.1958132763444933
Амурская область;Малиновка;49.7827777777778;129.838055555556;1092;0.8688733830108887;2.2661015638317674
Амурская область;Марково;50.5438888888889;127.371944444444;1320;0.8821572778732897;2.223059805222847
Амурская область;Невер;53.9766666666667;124.139722222222;1368;0.9420705525848065;2.166646885288946
Амурская область;Нижняя Полтавка;49.7130555555556;128.236944444444;1165;0.8676565006713041;2.238156903252598
Амурская область;Никольское;50.9241666666667;128.290277777778;1424;0.8887943771676796;2.23908774552034
Амурская область;Новоалександровка;50.0019444444444;128.278055555556;1315;0.8726985629548416;2.238874427500656
Амурская область;Новобурейский;49.7986111111111;129.873333333333;6808;0.8691497268091204;2.266717277206763
Амурская область;Новокиевский Увал;51.6588888888889;128.917777777778;3815;0.9016176990330265;2.250039686576605
Амурская область;Новорайчихинск;49.7780555555556;129.600833333333;1853;0.8687909646851004;2.2619612549950783
Амурская область;Овсянка;53.5761111111111;126.899166666667;2831;0.9350795393032063;2.214808276370377
Амурская область;Плодопитомник;50.3066666666667;127.489722222222;1060;0.8780169690366146;2.2251154152307557
Амурская область;Поздеевка;50.5891666666667;128.885;1503;0.8829475241734986;2.2494676064328916
Амурская область;Поярково;49.6263888888889;128.6575;6677;0.8661438819862417;2.2454969823846045
Амурская область;Прогресс;49.7416666666667;129.694166666667;9683;0.8681558587628467;2.263590228963618
Амурская область;Раздольное;50.0222222222222;127.834444444444;1737;0.873052476942052;2.231131953013321
