region;settlement;latitude_dd;longitude_dd;population;latitude_rad;longitude_rad
Волгоградская область;Лемешкино;51.0013888888889;44.4783333333333;1080;0.8901421592011637;0.7762933624662107
Волгоградская область;Ленинск;48.6936111111111;45.1991666666667;14626;0.8498638385745831;0.7888742774910042
Волгоградская область;Ленинское;50.04;45.5430555555556;1326;0.8733627576979625;0.7948762708631405
Волгоградская область;Линево;50.8816666666667;44.8255555555556;5458;0.8880526122355821;0.7823535334800812
Волгоградская область;Лог;49.4813888888889;43.8594444444444;3689;0.86361315457085;0.7654917136510899
Волгоградская область;Логовской;48.4272222222222;43.3638888888889;2313;0.8452144753727424;0.7568426375800968
Волгоградская область;Лозное;49.2847222222222;44.4283333333333;1301;0.8601806737085939;0.7754206978402135
Волгоградская область;Малодельская;50.1877777777778;43.8919444444444;1189;0.8759419664814656;0.766058945657988
Волгоградская область;Маляевка;48.6852777777778;45.2827777777778;1208;0.8497183944702508;0.7903335666711439
Волгоградская область;Мариновка;48.6925;43.8322222222222;1173;0.849844446027339;0.765016596243603
Волгоградская область;Матышево;50.8233333333333;44.1958333333333;1342;0.8870345035052509;0.7713628073293266
Волгоградская область;Мачеха;50.8105555555556;43.315;2365;0.8868114892119419;0.7559893655013438
Волгоградская область;Медведев;49.2316666666667;44.25;1158;0.8592546795776755;0.7723081940074908
Волгоградская область;Медведица;51.0813888888889;44.82;2078;0.8915384226027593;0.7822565707438585
Волгоградская область;Медведицкий;50.7844444444444;44.7147222222222;1076;0.8863557643516973;0.780419126892453
Волгоградская область;Михайловка;50.0708333333333;43.24;58221;0.8739009008839934;0.7546803685623481
Волгоградская область;Михайловская;50.9561111111111;41.8938888888889;1010;0.8893519129009548;0.7311862975757802
Волгоградская область;Мичуринский;50.1258333333333;45.4111111111111;1285;0.8748608319725903;0.7925734058778692
Волгоградская область;Нагольный;47.5830555555556;43.1633333333333;1019;0.8304809876038248;0.7533422828024852
Волгоградская область;Нариман;48.4808333333333;44.2055555555556;1401;0.8461501657772836;0.7715324921177164
Волгоградская область;Нехаевская;50.4086111111111;41.7525;3940;0.8797962352462858;0.7287185959389324
Волгоградская область;Нижнеяблочный;47.8483333333333;43.1005555555556;1081;0.8351109582584195;0.752246603883179
Волгоградская область;Нижний Чир;48.3511111111111;43.0852777777778;3464;0.8438860858865026;0.7519799563585683
Волгоградская область;Нижняя Добринка;50.5761111111111;45.21652777777775;2392;0.8827196617433765;0.7891772860416967
Волгоградская область;Николаевск;50.0258333333333;45.4591666666667;13653;0.8731155027205961;0.7934121335461894
Волгоградская область;Новая Надежда;48.8391666666667;44.3061111111111;1672;0.8524042622635978;0.7732875176433319
Волгоградская область;Новоаннинский;50.5297222222222;42.6666666666667;16294;0.8819100228959232;0.7446738141842478
Волгоградская область;Новомаксимовский;48.4794444444444;43.1594444444444;1164;0.8461259250932279;0.7532744088871296
Волгоградская область;Новониколаевский;50.9741666666667;42.3669444444444;9777;0.8896670417936767;0.7394426745650746
Волгоградская область;Новоникольское;49.195;45.0105555555556;1713;0.8586147255186104;0.7855823925962706
Волгоградская область;Новостройка;50.0258333333333;46.8805555555556;2087;0.8731155027205961;0.8182200496085648
Волгоградская область;Новый Рогачик;48.6730555555556;44.0597222222222;6816;0.8495050764505631;0.76898722029189
Волгоградская область;Областной с/х опытной станции;48.8811111111111;44.3911111111111;1889;0.8531363309220725;0.7747710475075271
Волгоградская область;Октябрьский;48.3105555555556;43.722361111111155;9093;0.8431782579120836;0.763099158134816
Волгоградская область;Оленье;49.1766666666667;44.8688888888889;1009;0.8582947484890787;0.7831098428226114
Волгоградская область;Ольховка;49.8575;44.5633333333333;5616;0.8701775318130729;0.7777768923304058
Волгоградская область;Ольшанка;50.8197222222222;42.0419444444444;1999;0.8869714777267067;0.733770354496093
Волгоградская область;Орловка;48.8475;44.5319444444444;1563;0.85254970636793;0.7772290528707518
Волгоградская область;Островская;50.4408333333333;44.4433333333333;1372;0.8803586191163726;0.7756824972280126
Волгоградская область;Отрадное;50.0147222222222;43.1783333333333;1647;0.8729215772481523;0.7536040821902843
Волгоградская область;Очкуровка;49.9927777777778;45.4322222222222;1181;0.8725385744400768;0.7929418642755123
Волгоградская область;Палласовка;50.0502777777778;46.8802777777778;14167;0.8735421387599734;0.8182152014717532
Волгоградская область;Панфилово;50.4052777777778;42.8947222222222;1640;0.8797380576045533;0.7486541345061561
Волгоградская область;Паньшино;49.0463888888889;44.0297222222222;1038;0.8560209723246746;0.7684636215162918
Волгоградская область;Песковатка;49.1161111111111;44.8580555555556;1315;0.8572378546642592;0.7829207654869794
Волгоградская область;Петров Вал;50.1380555555556;45.2091666666667;12528;0.87507414999228;0.7890488104162037
Волгоградская область;Петровский;50.7530555555556;41.9741666666667;2692;0.8858079248920451;0.7325874091141871
Волгоградская область;Пимено-Черни;47.6997222222222;43.4738888888889;1040;0.8325172050644837;0.7587624997572906
Волгоградская область;Пичуга;48.9836111111111;44.7141666666667;1343;0.8549252934053667;0.7804094306188317
Волгоградская область;Победа;49.6488888888889;45.4636111111111;1035;0.8665365810679404;0.7934897037351663
Волгоградская область;Политотдельское;50.2005555555556;45.7130555555556;1039;0.8761649807747764;0.7978433305915308
Волгоградская область;Попов;50.8283333333333;42.0430555555556;1004;0.8871217699678505;0.7337897470433389
Волгоградская область;Преображенская;50.7416666666667;43.0575;5727;0.88560915128279;0.7514951426774584
Волгоградская область;Привольный;48.1561111111111;44.1141666666667;1361;0.8404826938451136;0.7699374551068657
Волгоградская область;Приморск;49.2677777777778;45.0322222222222;3073;0.8598849373631178;0.7859605472675351
Волгоградская область;Прудбой;48.6863888888889;43.9141666666667;1080;0.849737787017495;0.7664467966028772
Волгоградская область;Путь Ильича;49.9130555555556;45.7944444444444;1506;0.8711471591752927;0.7992638346771803
Волгоградская область;Пятиморск;48.6472222222222;43.6105555555556;2162;0.8490541997271299;0.7611477830683501
Волгоградская область;Раздольное;49.9133333333333;46.0586111111111;1365;0.8711520073121024;0.8038744127845325
Волгоградская область;Райгород;48.4258333333333;44.9177777777778;2692;0.8451902346886868;0.7839631149013645
Волгоградская область;Распопинская;49.41;42.8591666666667;1120;0.8623671834103982;0.7480335729943369
Волгоградская область;Рахинка;49.0144444444444;44.9225;2345;0.8554634365913977;0.7840455332271526
Волгоградская область;Реконструкция;50.2544444444444;43.0763888888889;1233;0.8771055193161273;0.7518248159806131
Волгоградская область;Ромашки;50.1966666666667;46.675;1225;0.8760971068594209;0.8146324283683533
Волгоградская область;Рудня;50.7986111111111;44.5616666666667;6264;0.8866030193290637;0.7777478035095404
Волгоградская область;Савинка;50.0758333333333;47.0983333333333;3296;0.8739881673465932;0.8220209888684621
Волгоградская область;Саломатино;50.0180555555556;44.8511111111111;1473;0.8729797548898868;0.782799562066701
Волгоградская область;Самофаловка;48.9477777777778;44.2158333333333;1865;0.8542998837567359;0.7717118731797256
Волгоградская область;Светлый Яр;48.4702777777778;44.785;11582;0.8459659365784631;0.7816457055056605
Волгоградская область;Себрово;50.0955555555556;43.2983333333333;4928;0.8743323850601823;0.7556984772926775
Волгоградская область;Серафимович;49.5841666666667;42.7338888888889;8824;0.8654069651909555;0.7458470632925325
Волгоградская область;Сидоры;50.1222222222222;43.3386111111111;2590;0.8747978061940463;0.7564014571302867
Волгоградская область;Слащевская;49.8580555555556;42.3358333333333;1137;0.8701872280866958;0.7388996832422321
Волгоградская область;Солодушино;49.9586111111111;45.4227777777778;1516;0.8719422536123113;0.7927770276239359
Волгоградская область;Солодча;49.6475;44.2886111111111;1402;0.8665123403838848;0.7729820850242329
Волгоградская область;Средняя Ахтуба;48.7108333333333;44.8716666666667;14477;0.8501644230568706;0.7831583241907228
Волгоградская область;Старая Полтавка;50.4780555555556;46.4822222222222;4120;0.8810082694490606;0.8112678214214527
Волгоградская область;Степновский;49.9422222222222;45.8194444444444;1092;0.8716562135404565;0.7997001669901789
Волгоградская область;Степной;48.8527777777778;44.2205555555556;2039;0.8526418209673414;0.7717942915055155
Волгоградская область;Суровикино;48.6072222222222;42.8502777777778;18820;0.8483560680263322;0.7478784326163816
Волгоградская область;Сухов 2-й;49.9963888888889;43.4691666666667;1324;0.8726016002186208;0.7586800814315023
Волгоградская область;Суходол;48.6169444444444;44.8897222222222;1312;0.8485257528147202;0.783473453083443
Волгоградская область;Таловка;49.9777777777778;45.0352777777778;1413;0.8722767750522776;0.7860138767724578
Волгоградская область;Терса;50.8958333333333;43.7922222222222;1258;0.8882998672129467;0.7643184645428053
Волгоградская область;Тормосин;48.1744444444444;42.6697222222222;1262;0.8408026708746452;0.7447271436891689
Волгоградская область;Торповка;50.135;45.3827777777778;1626;0.8750208204873571;0.7920788959231381
Волгоградская область;Троицкий;50.2355555555556;43.0441666666667;1571;0.8767758460129744;0.7512624321105265
Волгоградская область;Умет;50.2822222222222;45.3363888888889;1150;0.8775903329972373;0.791269257075685
Волгоградская область;Урюпинск;50.7944444444444;41.9958333333333;39844;0.8865302972768968;0.7329655637854514
Волгоградская область;Усть-Бузулукская;50.1819444444444;42.1572222222222;2064;0.8758401556084314;0.735782331272698
Волгоградская область;Усть-Погожье;49.4705555555556;44.6172222222222;1011;0.8634240772352177;0.7787174308717586
Волгоградская область;Филоновская;50.5805555555556;42.7305555555556;1305;0.8827972319323548;0.7457888856507999
Волгоградская область;Фролово;49.7688888888889;43.6483333333333;43326;0.8686309761703337;0.7618071296746577
Волгоградская область;Царев;48.6644444444444;45.3719444444444;1440;0.8493547842094175;0.7918898185875043
Волгоградская область;Царицын;48.7325;44.3947222222222;1534;0.8505425777281367;0.7748340732860711
Волгоградская область;Цаца;48.1986111111111;44.6811111111111;1358;0.8412244587772112;0.7798325023383106
Волгоградская область;Чапурники;48.4497222222222;44.5019444444444;1625;0.8456071744544412;0.7767054540951535
Волгоградская область;Червленое;48.4397222222222;44.3777777777778;2262;0.8454326415292418;0.7745383369405952
Волгоградская область;Черкесовский;50.6855555555556;42.5655555555556;1324;0.884629827646949;0.7429090923850094
Волгоградская область;Чернышковский;48.4227777777778;42.2247222222222;5002;0.8451369051837657;0.7369604285177941
Волгоградская область;Эльтон;49.1272222222222;46.845;2058;0.8574317801367027;0.8175994880967437
Волгоградская область;Яминский;50.3325;42.2163888888889;1293;0.878467845760046;0.7368149844134619
Вологодская область;Анненский Мост;60.735;37.1158333333333;1527;1.060025721198756;0.6477934962881281
Вологодская область;Бабаево;59.3891666666667;35.9377777777778;11493;1.0365364983489997;0.6272325480722736
Вологодская область;Белозерск;60.0308333333333;37.7888888888889;8786;1.0477356943826286;0.6595405317814129
Вологодская область;Борисово-Судское;59.905;36.0011111111111;1588;1.0455394884072031;0.6283379232652029
Вологодская область;Ботово;59.2583333333333;37.9636111111111;2345;1.0342530259109726;0.6625900098355916
Вологодская область;Васильевское;59.0933333333333;40.1477777777778;1878;1.0313732326451819;0.7007109095812349
Вологодская область;Великий Устюг;60.7602777777778;46.3055555555556;31475;1.0604669016485662;0.8081844064095972
Вологодская область;Верховажье;60.7427777777778;42.045;5052;1.0601614690294672;0.7338236840010159
Вологодская область;Вожега;60.4719444444444;40.2161111111111;6135;1.0554345356386479;0.7019035512367637
Вологодская область;Вологда;59.2188888888889;39.8933333333333;311166;1.0335645904837978;0.6962700162622707
Вологодская область;Вологда 20;59.2205555555556;39.8916666666667;1197;1.033593679304665;0.6962409274414052
Вологодская область;Вохтога;58.8138888888889;41.0502777777778;5500;1.0264960070132207;0.7164625060804838
Вологодская область;Вытегра;61.0063888888889;36.4494444444444;10324;1.0647623508631965;0.6361628160783102
Вологодская область;Грибково;59.1155555555556;40.0522222222222;1126;1.031761083590071;0.6990431505182173
Вологодская область;Грязовец;58.8758333333333;40.2486111111111;14800;1.0275771415220942;0.7024707832436621
Вологодская область;Девятины;60.92;36.7855555555556;1020;1.0632545803149456;0.642029061619737
Вологодская область;Депо;60.9161111111111;36.8477777777778;2434;1.0631867063995901;0.6431150442654221
Вологодская область;Дубровское;59.3419444444444;39.8125;1359;1.035712315091112;0.6948592084502424
Вологодская область;Ермаково;59.1911111111111;39.7063888888889;1597;1.0330797768026878;0.6930072201884042
Вологодская область;Заря;59.2994444444444;39.4877777777778;1004;1.0349705501590145;0.6891917365180724
Вологодская область;Зубово;60.3213888888889;36.985;1502;1.0528068454870352;0.6455100238501028
Вологодская область;Ирдоматка;59.1152777777778;38.0988888888889;1549;1.0317562354532595;0.6649510524625953
Вологодская область;Кадников;59.5038888888889;40.3441666666667;5186;1.0385387788519815;0.7041385423066796
Вологодская область;Кадниковский;60.32;40.265;1352;1.0527826048029796;0.7027568233155168
Вологодская область;Кадуй;59.1983333333333;37.1502777777778;11194;1.033205828359776;0.648394665252705
Вологодская область;Кириллов;59.8591666666667;38.375;7468;1.044739545833373;0.6697701004528239
Вологодская область;Кичменгский Городок;59.9919444444444;45.8022222222222;8514;1.0470569552290752;0.7993995825078912
Вологодская область;Климовское;59.3472222222222;38.0172222222222;2259;1.0358044296905233;0.6635257002401328
Вологодская область;Красавино;60.9613888888889;46.4813888888889;6084;1.0639769526997989;0.81125327701102
Вологодская область;Кубенское;59.4338888888889;39.6702777777778;3050;1.0373170483755856;0.692376962402962
Вологодская область;Кувшиново;59.2552777777778;39.8211111111111;1420;1.0341996964060514;0.6950095006913862
Вологодская область;Липин Бор;60.2619444444444;37.9758333333333;3286;1.05176934420946;0.6628033278552793
Вологодская область;Майский;59.2602777777778;39.7413888888889;1939;1.0342869628686513;0.6936180854266022
Вологодская область;Малечкино;59.2141666666667;37.8641666666667;2077;1.0334821721580094;0.6608543768572201
Вологодская область;Молочное;59.2905555555556;39.6758333333333;8242;1.034815409781061;0.6924739251391829
Вологодская область;Надеево;59.0980555555556;39.9513888888889;1694;1.0314556509709718;0.6972832768557903
Вологодская область;Непотягово;59.1452777777778;39.8152777777778;2609;1.0322798342288577;0.6949076898183538
Вологодская область;Никольск;59.5302777777778;45.4586111111111;8026;1.038999351849036;0.7934024372725664
Вологодская область;Нифантово;59.2138888888889;38.4652777777778;2404;1.033477324021198;0.6713457449164303
Вологодская область;Новатор;60.7472222222222;46.2138888888889;2899;1.0602390392184438;0.8065845212619353
Вологодская область;Нюксеница;60.4152777777778;44.2447222222222;4932;1.0544455157291857;0.7722160794080797
Вологодская область;Огарково;59.1419444444444;40.0483333333333;1636;1.0322216565871234;0.6989752766028617
Вологодская область;Сазоново;59.0880555555556;35.2286111111111;2918;1.0312811180457724;0.6148552547935466
Вологодская область;Семенково;59.2825;39.8486111111111;1765;1.0346748138135384;0.6954894662356846
Вологодская область;Слобода;58.9594444444444;40.2283333333333;1114;1.0290364307022337;0.7021168692564517
Вологодская область;Советский;59.9244444444444;42.7186111111111;1270;1.045878857983979;0.7455804157679219
Вологодская область;Сокол;59.4608333333333;40.1;36589;1.037787317646261;0.6998770300497261
Вологодская область;Сосновка;59.1941666666667;39.5775;2771;1.0331331063076108;0.6907576847080558
Вологодская область;Суда;59.1547222222222;37.5477777777778;6078;1.032444670880434;0.6553323490293824
Вологодская область;Сямжа;60.0175;41.0730555555556;4633;1.0475029838156966;0.7168600532989939
Вологодская область;Тарногский Городок;60.5002777777778;43.5769444444444;5198;1.0559290455933807;0.760561158514206
Вологодская область;Тоншалово;59.1938888888889;37.9486111111111;4648;1.0331282581707992;0.6623282104477923
Вологодская область;Тотьма;59.9736111111111;42.7588888888889;9922;1.0467369781995435;0.746283395605531
Вологодская область;Устье;59.6277777777778;39.725;4305;1.0407010478697303;0.6933320453547475
Вологодская область;Устюжна;58.8383333333333;36.4425;8712;1.0269226430525964;0.6360416126580336
Вологодская область;Федотово;59.2027777777778;39.1822222222222;5205;1.0332833985487544;0.6838587860258667
Вологодская область;Харовск;59.9508333333333;40.2063888888889;9185;1.0463394309810332;0.7017338664483759
Вологодская область;Хохлово;59.1477777777778;37.3980555555556;1665;1.0323234674601576;0.6527192032882023
Вологодская область;Чагода;59.1655555555556;35.3322222222222;6154;1.0326337482160681;0.616663609824085
Вологодская область;Чебсара;59.2008333333333;38.835;1233;1.033249461591076;0.6777986150119979
Вологодская область;Череповец;59.1275;37.9069444444444;318107;1.0319695534729472;0.6616009899261275
Вологодская область;Шексна;59.2066666666667;38.5013888888889;15230;1.0333512724641098;0.6719760027018725
Вологодская область;Шуйское;59.3741666666667;41.0288888888889;2121;1.0362746989612006;0.7160891995460292
Вологодская область;Шулма;59.205;37.5461111111111;1268;1.0333221836432427;0.6553032602085153
Вологодская область;Шухободь;59.2294444444444;37.7113888888889;1355;1.0337488196826183;0.6581879016111173
Вологодская область;Юбилейный;59.6702777777778;42.0544444444444;1630;1.0414428128018278;0.7339885206525923
Вологодская область;им Бабушкина;59.7547222222222;43.1269444444444;4260;1.0429166463924002;0.7527071768802315
Воронежская область;2-го участка института им Докучаева;51.035;40.7394444444444;1817;0.8907287837553061;0.7110374409888669
Воронежская область;Абрамовка;51.1894444444444;41.0113888888889;2947;0.8934243478222743;0.7157837669269302
Воронежская область;Айдарово;51.9097222222222;39.2941666666667;1106;0.9059955665734449;0.6858125851607391
Воронежская область;Александровка;50.28930555555555;39.84208333333335;2354;0.8777139604859205;0.6953755350206244
Воронежская область;Александровка Донская;50.5166666666667;40.0722222222222;1539;0.8816821604658027;0.6993922163686163
Воронежская область;Анна;51.4894444444444;40.4241666666667;16073;0.8986603355782573;0.705534805708275
Воронежская область;Архангельское;51.4533333333333;40.9397222222222;2237;0.8980300777928151;0.714532947629667
Воронежская область;Архиповка;50.2116666666667;39.4219444444444;1341;0.87635890624722;0.6880427280938416
Воронежская область;Бабяково;51.6872222222222;39.3697222222222;2679;0.9021122089877577;0.6871312783733561
Воронежская область;Байчурово;51.3422222222222;42.6861111111111;1920;0.8960908230683772;0.7450131837610238
Воронежская область;Белогорье;50.4930555555556;40.0030555555556;1888;0.8812700688368598;0.6981850303026546
Воронежская область;Березовка;50.7069444444444;40.9813888888889;1307;0.8850031341814018;0.715260168151332
Воронежская область;Березово;51.9327777777778;39.3544444444444;1606;0.9063979619287666;0.6868646308487454
Воронежская область;Бобров;51.0902777777778;40.0319444444444;20238;0.8916935629807144;0.698689236531007
Воронежская область;Богана;51.4786111111111;42.1755555555556;1215;0.8984712582426252;0.7361023083022314
Воронежская область;Богучар;49.9352777777778;40.5591666666667;11192;0.87153501012018;0.7078910001984673
Воронежская область;Боево;51.3941666666667;39.325;2075;0.8969974246520529;0.6863507283467701
Воронежская область;Большая Казинка;50.2455555555556;40.0791666666667;1275;0.8769503789381738;0.6995134197888946
Воронежская область;Большие Базы;50.2688888888889;39.2833333333333;2917;0.8773576224303054;0.6856235078251053
Воронежская область;Бор;51.8994444444444;39.4794444444444;1157;0.9058161855114341;0.6890462924137383
Воронежская область;Борисоглебск;51.3677777777778;42.075;60878;0.8965368516549987;0.7343472827766142
Воронежская область;Братки;51.5861111111111;41.4905555555556;1084;0.9003474871885191;0.7241468029260704
Воронежская область;Бродовое;51.4888888888889;40.4908333333333;1203;0.8986506393046361;0.7066983585429367
Воронежская область;Бугаевка;50.2888888888889;39.3169444444444;1636;0.8777066882807041;0.6862101323792476
Воронежская область;Бутурлиновка;50.8352777777778;40.5847222222222;24062;0.8872429733881289;0.7083370287850871
Воронежская область;Бутырки;51.0663888888889;38.6097222222222;1077;0.89127662321496;0.6738667760581992
Воронежская область;ВНИИСС;51.9180555555556;39.3;2366;0.906141010677779;0.6859143960337715
Воронежская область;Верхнее Турово;51.6227777777778;38.6058333333333;1393;0.9009874412475842;0.6737989021428437
Воронежская область;Верхний Икорец;51.1825;39.7955555555556;1129;0.8933031444019977;0.6945634721047664
Воронежская область;Верхний Карачан;51.4083333333333;41.7691666666667;1951;0.8972446796294177;0.7290094841475987
Воронежская область;Верхний Мамон;50.1708333333333;40.4011111111111;7467;0.8756462301359879;0.7051324103529533
Воронежская область;Верхняя Тишанка;51.315;40.5744444444444;2775;0.8956157056608902;0.7081576477230763
Воронежская область;Верхняя Хава;51.8438888888889;39.9363888888889;7874;0.9048465581492159;0.6970214774679911
Воронежская область;Вознесеновка;51.1758333333333;39.4388888888889;1054;0.8931867891185309;0.6883384644393193
Воронежская область;Воля;51.7552777777778;39.5091666666667;7839;0.9033000025064767;0.689565043052527
Воронежская область;Воробьевка;50.6455555555556;40.9261111111111;3552;0.8839316959461512;0.7142953889259235
Воронежская область;Воронеж;51.6616666666667;39.2002777777778;1054111;0.9016661804011378;0.6841739149185887
Воронежская область;Воронцовка;50.6097222222222;40.3477777777778;4923;0.8833062862975187;0.7042015680852236
Воронежская область;Высокий;51.07;40.7163888888889;1235;0.8913396489935042;0.710635045633547
Воронежская область;Высокое;51.0558333333333;39.4897222222222;2164;0.8910923940161376;0.6892256734757493
Воронежская область;Вязноватовка;51.5958333333333;38.4575;1018;0.9005171719769071;0.6712099970857194
Воронежская область;Гвазда;50.7402777777778;40.4802777777778;2112;0.8855849105987342;0.7065141293441161
Воронежская область;Гнилое;50.8133333333333;39.0666666666667;1380;0.8868599705800514;0.681841961112452
Воронежская область;Гороховка;50.1066666666667;40.1841666666667;1130;0.874526310532626;0.7013460155034886
Воронежская область;Гремячье;51.4630555555556;39.0152777777778;3706;0.8981997625812048;0.6809450558023991
Воронежская область;Грибановский;51.4513888888889;41.9619444444444;14743;0.8979961408351382;0.7323740910944976
Воронежская область;Губари;51.5138888888889;42.5525;1017;0.8990869716176346;0.7426812299548872
Воронежская область;Давыдовка;51.1605555555556;39.4241666666667;4910;0.8929201415939219;0.6880815131883318
Воронежская область;Данково;51.2933333333333;39.5294444444444;1269;0.8952375509896242;0.6899189570397355
Воронежская область;Девица;51.6438888888889;38.9580555555556;5140;0.9013558996452273;0.6799463396193139
Воронежская область;Дракино;51.1383333333333;39.4008333333333;2979;0.8925322906490329;0.6876742696961986
Воронежская область;Дьяченково;49.9094444444444;40.6033333333333;2303;0.8710841333967468;0.7086618539514304
Воронежская область;Евстратовка;50.1277777777778;39.74;1426;0.8748947689302691;0.6935938447425466
Воронежская область;Елань-Колено;51.1544444444444;41.2247222222222;3681;0.8928134825840763;0.7195071359978509
Воронежская область;Елань-Коленовский;51.1630555555556;41.1463888888889;3719;0.8929637748252218;0.7181399614171226
Воронежская область;Елизаветовка;50.4594444444444;40.1919444444444;1721;0.8806834442827157;0.701481763334198
Воронежская область;Ендовище;51.7213888888889;39.015;1812;0.902708529815523;0.6809402076655877
Воронежская область;Есипово;51.7541666666667;41.5183333333333;1217;0.9032806099592325;0.7246316166071786
Воронежская область;Заболотовка;50.2747222222222;39.3205555555556;2696;0.8774594333033378;0.6862731581577933
Воронежская область;Заброды;50.4133333333333;41.0433333333333;8955;0.8798786535720741;0.7163413026602055
Воронежская область;Залиман;49.945;40.5727777777778;4317;0.871704694908568;0.7081285589022108
Воронежская область;Залужное;50.9502777777778;39.5225;1822;0.8892501020279224;0.6897977536194589
Воронежская область;Землянск;51.9;38.7330555555556;3059;0.905825881785057;0.6760193488023267
Воронежская область;Истобное;51.2575;38.6619444444444;1428;0.8946121413409934;0.6747782257786847
Воронежская область;Калач;50.4241666666667;41.0161111111111;18429;0.880067730907708;0.7158661852527185
Воронежская область;Каменка;50.7102777777778;39.4266666666667;8010;0.885061311823136;0.6881251464196315
Воронежская область;Кантемировка;49.7019444444444;39.8541666666667;10947;0.8674625751988587;0.6955864289719074
Воронежская область;Каширское;51.4088888888889;39.5875;3540;0.8972543759030407;0.6909322176332552
Воронежская область;Клеповка;50.705;40.4386111111111;2051;0.8849691972237248;0.7057869088224512
Воронежская область;Ковалево;50.8836111111111;39.3944444444444;1105;0.8880865491932589;0.6875627625495432
Воронежская область;Козловка;51.26166666666665;40.87791666666665;4602;0.8946848633931596;0.7134542371891984
Воронежская область;Колодезный;51.35;39.2986111111111;5543;0.8962265708990882;0.6858901553497159
Воронежская область;Колыбелка;50.8355555555556;39.8213888888889;1224;0.8872478215249404;0.6950143488281977
Воронежская область;Комсомольский;51.9855555555556;39.2236111111111;1057;0.9073191079228752;0.6845811584107201
Воронежская область;Коротояк;50.9869444444444;39.1911111111111;1862;0.8898900560869858;0.6840139264038219
Воронежская область;Коршево;51.1858333333333;40.1152777777778;1978;0.8933613220437303;0.7001436775743367
Воронежская область;Костенки;51.3761111111111;39.0641666666667;1406;0.896682295759331;0.6817983278811521
Воронежская область;Костино-Отделец;51.5327777777778;41.4561111111111;1096;0.8994166449207894;0.7235456339614935
Воронежская область;Красное;51.1663888888889;41.4608333333333;2373;0.8930219524669545;0.7236280522872817
Воронежская область;Краснолипье;51.2022222222222;38.7688888888889;1561;0.893647362115585;0.6766447584509574
Воронежская область;Красноселовка;50.1852777777778;40.8633333333333;1307;0.8758983332501658;0.7131997100066156
Воронежская область;Красный Лог;51.3902777777778;39.775;1397;0.8969295507366973;0.6942047099807446
Воронежская область;Купянка;49.8963888888889;40.5477777777778;1123;0.8708562709666264;0.7076922265892123
Воронежская область;Курбатово;51.6441666666667;38.5755555555556;2057;0.9013607477820388;0.6732704552304356
Воронежская область;Латная;51.6566666666667;38.8933333333333;7274;0.9015789139385381;0.6788167237423274
Воронежская область;Латное;51.6983333333333;38.9305555555556;1187;0.9023061344602012;0.6794663740750154
Воронежская область;Левая Россошь;51.3355555555556;39.4052777777778;1058;0.8959744677849121;0.687751839885177
Воронежская область;Лещаное;50.5958333333333;40.89;1035;0.8830638794569637;0.7136651311404814
Воронежская область;Лизиновка;50.1197222222222;39.4641666666667;1137;0.8747541729627465;0.6887796448891295
Воронежская область;Лиски;50.965;39.49083333333335;56032;0.8895070532789101;0.6892450660229943
Воронежская область;Лискинское;51.0258333333333;39.5461111111111;1386;0.8905687952405394;0.6902098452484019
Воронежская область;Листопадовка;51.4236111111111;41.4436111111111;2030;0.8975113271540283;0.7233274678049942
Воронежская область;Лозовое;50.2744444444444;40.3486111111111;1651;0.8774545851665262;0.7042161124956563
Воронежская область;Лосево;50.6711111111111;40.0380555555556;4107;0.884377724532771;0.6987958955408526
Воронежская область;Луки;50.9397222222222;39.2419444444444;1146;0.8890658728291;0.6849011354402518
Воронежская область;Макашевка;51.4911111111111;42.6116666666667;1042;0.8986894243991245;0.743713883095651
Воронежская область;Малые Базы;50.2594444444444;39.3105555555556;1504;0.8771927857787271;0.6860986252325939
Воронежская область;Манино;50.4755555555556;41.3916666666667;1996;0.8809646362177608;0.7224208662213202
Воронежская область;Митрофановка;49.9708333333333;39.6930555555556;4847;0.8721555716319992;0.6927745096214722
Воронежская область;Монастырщина;49.8225;40.9086111111111;1087;0.8695666665748748;0.7139899563068245
Воронежская область;Морозовка;50.14;39.6416666666667;1434;0.8751080869499569;0.6918776043114194
Воронежская область;Начало;50.2286111111111;39.5747222222222;2044;0.8766546425926961;0.6907092033399445
Воронежская область;Нижнедевицк;51.5411111111111;38.3616666666667;5341;0.8995620890251216;0.669537389885892
Воронежская область;Нижний Икорец;50.9822222222222;39.7133333333333;1720;0.8898076377611975;0.6931284236086809
Воронежская область;Нижний Карачан;51.3408333333333;41.7575;1797;0.8960665823843215;0.7288058624015321
Воронежская область;Нижний Кисляй;50.8375;40.1694444444444;3272;0.8872817584826173;0.7010890642524993
Воронежская область;Нижний Мамон;50.1883333333333;40.5041666666667;3314;0.8759516627550868;0.7069310691098705
Воронежская область;Нижняя Ведуга;51.7486111111111;38.6708333333333;1401;0.9031836472230099;0.6749333661566399
Воронежская область;Никольское;51.4811111111111;40.9519444444444;1134;0.898514891473925;0.7147462656493548
Воронежская область;Новая Калитва;50.0797222222222;40.0133333333333;2129;0.8740560412619488;0.6983644113646638
Воронежская область;Новая Криуша;50.2527777777778;41.2688888888889;1891;0.877076430495262;0.7202779897508157
Воронежская область;Новая Усмань;51.6438888888889;39.4127777777778;35062;0.9013558996452273;0.6878827395790765
